mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.304434823989869,1.1856957218570547,0.015524339675903321,0.00027691898289397587,identity,0.01,"{'activation': 'identity', 'alpha': np.float64(0.01)}",0.5609038000684696,0.6416417806792138,0.7330367074527253,0.699666295884316,0.6162402669632925,0.6502977702096034,0.060842591402951646,6
35.722650623321535,0.6674412796841367,0.015381336212158203,9.562326924228242e-05,identity,0.1,"{'activation': 'identity', 'alpha': np.float64(0.1)}",0.5609038000684696,0.6499027507641011,0.7326649958228906,0.6747967479674797,0.6076521739130435,0.6451840937071969,0.058418997168729545,8
35.63563208580017,0.3915735703040629,0.016217660903930665,0.0007633680897876029,identity,1.0,"{'activation': 'identity', 'alpha': np.float64(1.0)}",0.578051282051282,0.6581196581196581,0.7245217391304348,0.7058617550248617,0.5982142857142857,0.6529537440081045,0.05754078436323426,4
19.508799505233764,4.127820675162602,0.015356731414794923,0.0001708403397052397,identity,10.0,"{'activation': 'identity', 'alpha': np.float64(10.0)}",0.6,0.6324143692564745,0.7332592386774104,0.5636363636363636,0.6404431746916591,0.6339506292523815,0.056574648602959306,13
9.740728187561036,1.4290486299324054,0.016017675399780273,0.0014166519558985416,identity,100.0,"{'activation': 'identity', 'alpha': np.float64(100.0)}",0.5609038000684696,0.5468531468531468,0.6747967479674797,0.6416417806792138,0.5909565217391304,0.6030303994614881,0.04840983401690133,17
20.233675956726074,0.37618014420452756,0.015380382537841797,0.0001526914930297072,identity,1000.0,"{'activation': 'identity', 'alpha': np.float64(1000.0)}",0.34946236559139787,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.34782608695652173,0.3502685013203947,0.001423582474396678,20
28.46065444946289,1.0402111674609094,0.01929049491882324,0.007799747775907015,identity,10000.0,"{'activation': 'identity', 'alpha': np.float64(10000.0)}",0.34946236559139787,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.34782608695652173,0.3502685013203947,0.001423582474396678,20
16.32540979385376,0.718056704967003,0.02121109962463379,0.01016223797548113,logistic,0.01,"{'activation': 'logistic', 'alpha': np.float64(0.01)}",0.5369054127938764,0.6332314531814394,0.7330367074527253,0.7078260869565217,0.613986013986014,0.6449971348741153,0.06997483094127355,9
29.72974157333374,3.826428455238662,0.01575360298156738,0.0002027181417256385,logistic,0.1,"{'activation': 'logistic', 'alpha': np.float64(0.1)}",0.5774734679904143,0.4499541628469039,0.7248280175109443,0.5970695970695971,0.5593419506462984,0.5817334392128316,0.0878596151490443,19
11.370965147018433,2.484863323647781,0.02494525909423828,0.012367921718387973,logistic,1.0,"{'activation': 'logistic', 'alpha': np.float64(1.0)}",0.578051282051282,0.6162402669632925,0.7326649958228906,0.6632996632996633,0.6228786926461345,0.6426269801566524,0.05251757490971518,10
8.254250717163085,1.2901402650431175,0.015903949737548828,0.00026036998672979616,logistic,10.0,"{'activation': 'logistic', 'alpha': np.float64(10.0)}",0.5593837535014006,0.5145089285714286,0.7008333926917871,0.6266968325791855,0.595959595959596,0.5994765006606796,0.06301341338501774,18
12.606956958770752,1.0131385236871935,0.023884296417236328,0.010926442458983603,logistic,100.0,"{'activation': 'logistic', 'alpha': np.float64(100.0)}",0.34946236559139787,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.34782608695652173,0.3502685013203947,0.001423582474396678,20
11.185498714447021,0.13865171432524767,0.015727519989013672,3.838879706395818e-05,logistic,1000.0,"{'activation': 'logistic', 'alpha': np.float64(1000.0)}",0.34946236559139787,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.34782608695652173,0.3502685013203947,0.001423582474396678,20
12.2155020236969,0.18821214293182104,0.01580667495727539,0.0001846693109268318,logistic,10000.0,"{'activation': 'logistic', 'alpha': np.float64(10000.0)}",0.34946236559139787,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.34782608695652173,0.3502685013203947,0.001423582474396678,20
17.00094051361084,2.1587678381440605,0.018393993377685547,0.004610790922292624,tanh,0.01,"{'activation': 'tanh', 'alpha': np.float64(0.01)}",0.5369054127938764,0.6744347826086956,0.7163515016685206,0.6914738378153013,0.6651785714285714,0.6568688212629932,0.06245723457879452,2
35.62122807502747,0.2433734691950096,0.016101884841918945,0.00012380867224832378,tanh,0.1,"{'activation': 'tanh', 'alpha': np.float64(0.1)}",0.5619834710743802,0.6658312447786132,0.7248280175109443,0.6916452531425794,0.6243478260869566,0.6537271625186947,0.05642636318875026,3
14.959548330307006,2.0652544827239874,0.019959211349487305,0.00790868447049012,tanh,1.0,"{'activation': 'tanh', 'alpha': np.float64(1.0)}",0.5203663203936577,0.6237196014215037,0.7407846143125915,0.6662958843159066,0.6419437340153453,0.638622030891801,0.07130296599122322,11
8.369409275054931,1.3538559709128914,0.02048768997192383,0.005584631616546668,tanh,10.0,"{'activation': 'tanh', 'alpha': np.float64(10.0)}",0.5678571428571428,0.6484375,0.765625,0.6906138945021253,0.6386301561734016,0.662232738706534,0.06503782484800853,1
9.989516496658325,1.690031328162987,0.019528627395629883,0.007163777707480671,tanh,100.0,"{'activation': 'tanh', 'alpha': np.float64(100.0)}",0.5398591549295775,0.5479910714285714,0.7154017857142857,0.6296296296296295,0.6282737257110673,0.6122310734826263,0.06413851380857699,15
